dateonly,sunrise,sunset,sunrisehour,sunsethour
2023-07-21,442.0,1922.0,4,19
2023-07-22,443.0,1921.0,4,19
2023-07-23,444.0,1920.0,4,19
2023-07-24,445.0,1920.0,4,19
2023-07-25,446.0,1919.0,4,19
2023-07-26,446.0,1918.0,4,19
2023-07-27,447.0,1917.0,4,19
2023-07-28,448.0,1916.0,4,19
2023-07-29,449.0,1915.0,4,19
2023-07-30,450.0,1914.0,4,19
2023-07-31,451.0,1913.0,4,19
2023-08-01,452.0,1912.0,4,19
2023-08-02,453.0,1911.0,4,19
2023-08-03,454.0,1909.0,4,19
2023-08-04,455.0,1908.0,4,19
2023-08-05,456.0,1907.0,4,19
2023-08-06,457.0,1906.0,4,19
2023-08-07,458.0,1905.0,4,19
2023-08-08,459.0,1904.0,4,19
2023-08-09,500.0,1902.0,5,19
2023-08-10,501.0,1901.0,5,19
2023-08-11,502.0,1900.0,5,19
2023-08-12,503.0,1858.0,5,18
2023-08-13,504.0,1857.0,5,18
2023-08-14,505.0,1856.0,5,18
2023-08-15,506.0,1854.0,5,18
2023-08-16,507.0,1853.0,5,18
2023-08-17,508.0,1851.0,5,18
2023-08-18,509.0,1850.0,5,18
2023-08-19,510.0,1849.0,5,18
2023-08-20,511.0,1847.0,5,18
2023-08-21,512.0,1846.0,5,18
2023-08-22,513.0,1844.0,5,18
2023-08-23,514.0,1843.0,5,18
2023-08-24,515.0,1841.0,5,18
2023-08-25,516.0,1840.0,5,18
2023-08-26,517.0,1838.0,5,18
2023-08-27,518.0,1837.0,5,18
2023-08-28,519.0,1835.0,5,18
2023-08-29,520.0,1833.0,5,18
2023-08-30,521.0,1832.0,5,18
2023-08-31,522.0,1830.0,5,18
2023-09-01,523.0,1829.0,5,18
2023-09-02,523.0,1827.0,5,18
2023-09-03,524.0,1825.0,5,18
2023-09-04,525.0,1824.0,5,18
2023-09-05,526.0,1822.0,5,18
2023-09-06,527.0,1820.0,5,18
2023-09-07,528.0,1819.0,5,18
2023-09-08,529.0,1817.0,5,18
2023-09-09,530.0,1815.0,5,18
2023-09-10,531.0,1814.0,5,18
2023-09-11,532.0,1812.0,5,18
2023-09-12,533.0,1810.0,5,18
2023-09-13,534.0,1809.0,5,18
2023-09-14,535.0,1807.0,5,18
2023-09-15,536.0,1805.0,5,18
2023-09-16,537.0,1804.0,5,18
2023-09-17,538.0,1802.0,5,18
2023-09-18,539.0,1800.0,5,18
2023-09-19,540.0,1759.0,5,17
2023-09-20,541.0,1757.0,5,17
2023-09-21,542.0,1755.0,5,17
2023-09-22,543.0,1753.0,5,17
2023-09-23,544.0,1752.0,5,17
2023-09-24,545.0,1750.0,5,17
2023-09-25,546.0,1748.0,5,17
2023-09-26,547.0,1747.0,5,17
2023-09-27,548.0,1745.0,5,17
2023-09-28,549.0,1743.0,5,17
2023-09-29,550.0,1742.0,5,17
2023-09-30,551.0,1740.0,5,17
2023-10-01,552.0,1738.0,5,17
2023-10-02,553.0,1737.0,5,17
2023-10-03,554.0,1735.0,5,17
2023-10-04,555.0,1733.0,5,17
2023-10-05,556.0,1732.0,5,17
2023-10-06,557.0,1730.0,5,17
2023-10-07,558.0,1728.0,5,17
2023-10-08,559.0,1727.0,5,17
2023-10-09,600.0,1725.0,6,17
2023-10-10,601.0,1724.0,6,17
2023-10-11,603.0,1722.0,6,17
2023-10-12,604.0,1721.0,6,17
2023-10-13,605.0,1719.0,6,17
2023-10-14,606.0,1717.0,6,17
2023-10-15,607.0,1716.0,6,17
2023-10-16,608.0,1714.0,6,17
2023-10-17,609.0,1713.0,6,17
2023-10-18,610.0,1711.0,6,17
2023-10-19,611.0,1710.0,6,17
2023-10-20,612.0,1708.0,6,17
2023-10-21,613.0,1707.0,6,17
2023-10-22,615.0,1706.0,6,17
2023-10-23,616.0,1704.0,6,17
2023-10-24,617.0,1703.0,6,17
2023-10-25,618.0,1701.0,6,17
2023-10-26,619.0,1700.0,6,17
2023-10-27,620.0,1659.0,6,16
2023-10-28,621.0,1657.0,6,16
2023-10-29,623.0,1656.0,6,16
2023-10-30,624.0,1655.0,6,16
2023-10-31,625.0,1654.0,6,16
2023-11-01,626.0,1652.0,6,16
2023-11-02,627.0,1651.0,6,16
2023-11-03,628.0,1650.0,6,16
2023-11-04,630.0,1649.0,6,16
2023-11-05,631.0,1648.0,6,16
2023-11-06,632.0,1647.0,6,16
2023-11-07,633.0,1646.0,6,16
2023-11-08,634.0,1644.0,6,16
2023-11-09,636.0,1643.0,6,16
2023-11-10,637.0,1642.0,6,16
2023-11-11,638.0,1641.0,6,16
2023-11-12,639.0,1641.0,6,16
2023-11-13,640.0,1640.0,6,16
2023-11-14,641.0,1639.0,6,16
2023-11-15,643.0,1638.0,6,16
2023-11-16,644.0,1637.0,6,16
2023-11-17,645.0,1636.0,6,16
2023-11-18,646.0,1636.0,6,16
2023-11-19,647.0,1635.0,6,16
2023-11-20,648.0,1634.0,6,16
2023-11-21,650.0,1634.0,6,16
2023-11-22,651.0,1633.0,6,16
2023-11-23,652.0,1632.0,6,16
2023-11-24,653.0,1632.0,6,16
2023-11-25,654.0,1631.0,6,16
2023-11-26,655.0,1631.0,6,16
2023-11-27,656.0,1630.0,6,16
2023-11-28,657.0,1630.0,6,16
2023-11-29,658.0,1630.0,6,16
2023-11-30,659.0,1629.0,6,16
2023-12-01,700.0,1629.0,7,16
2023-12-02,702.0,1629.0,7,16
2023-12-03,703.0,1629.0,7,16
2023-12-04,703.0,1628.0,7,16
2023-12-05,704.0,1628.0,7,16
2023-12-06,705.0,1628.0,7,16
2023-12-07,706.0,1628.0,7,16
2023-12-08,707.0,1628.0,7,16
2023-12-09,708.0,1628.0,7,16
2023-12-10,709.0,1628.0,7,16
2023-12-11,710.0,1628.0,7,16
2023-12-12,711.0,1628.0,7,16
2023-12-13,711.0,1629.0,7,16
2023-12-14,712.0,1629.0,7,16
2023-12-15,713.0,1629.0,7,16
2023-12-16,714.0,1629.0,7,16
2023-12-17,714.0,1630.0,7,16
2023-12-18,715.0,1630.0,7,16
2023-12-19,715.0,1630.0,7,16
2023-12-20,716.0,1631.0,7,16
2023-12-21,717.0,1631.0,7,16
2023-12-22,717.0,1632.0,7,16
2023-12-23,718.0,1632.0,7,16
2023-12-24,718.0,1633.0,7,16
2023-12-25,718.0,1634.0,7,16
2023-12-26,719.0,1634.0,7,16
2023-12-27,719.0,1635.0,7,16
2023-12-28,719.0,1636.0,7,16
2023-12-29,720.0,1636.0,7,16
2023-12-30,720.0,1637.0,7,16
2024-01-01,720.0,1639.0,7,16
2024-01-02,720.0,1640.0,7,16
2024-01-03,720.0,1641.0,7,16
2024-01-04,720.0,1642.0,7,16
2024-01-05,720.0,1643.0,7,16
2024-01-06,720.0,1644.0,7,16
2024-01-07,720.0,1644.0,7,16
2024-01-08,720.0,1645.0,7,16
2024-01-09,720.0,1646.0,7,16
2024-01-10,720.0,1647.0,7,16
2024-01-11,720.0,1649.0,7,16
2024-01-12,719.0,1650.0,7,16
2024-01-13,719.0,1651.0,7,16
2024-01-14,719.0,1652.0,7,16
2024-01-15,718.0,1653.0,7,16
2024-01-16,718.0,1654.0,7,16
2024-01-17,717.0,1655.0,7,16
2024-01-18,717.0,1656.0,7,16
2024-01-19,716.0,1657.0,7,16
2024-01-20,716.0,1659.0,7,16
2024-01-21,715.0,1700.0,7,17
2024-01-22,715.0,1701.0,7,17
2024-01-23,714.0,1702.0,7,17
2024-01-24,713.0,1703.0,7,17
2024-01-25,712.0,1705.0,7,17
2024-01-26,712.0,1706.0,7,17
2024-01-27,711.0,1707.0,7,17
2024-01-28,710.0,1708.0,7,17
2024-01-29,709.0,1710.0,7,17
2024-01-30,708.0,1711.0,7,17
2024-01-31,707.0,1712.0,7,17
2024-02-01,706.0,1713.0,7,17
2024-02-02,705.0,1714.0,7,17
2024-02-03,704.0,1716.0,7,17
2024-02-04,703.0,1717.0,7,17
2024-02-05,702.0,1718.0,7,17
2024-02-06,701.0,1719.0,7,17
2024-02-07,700.0,1721.0,7,17
2024-02-08,659.0,1722.0,6,17
2024-02-09,658.0,1723.0,6,17
2024-02-10,657.0,1724.0,6,17
2024-02-11,655.0,1726.0,6,17
2024-02-12,654.0,1727.0,6,17
2024-02-13,653.0,1728.0,6,17
2024-02-14,652.0,1729.0,6,17
2024-02-15,650.0,1730.0,6,17
2024-02-16,649.0,1732.0,6,17
2024-02-17,648.0,1733.0,6,17
2024-02-18,646.0,1734.0,6,17
2024-02-19,645.0,1735.0,6,17
2024-02-20,644.0,1736.0,6,17
2024-02-21,642.0,1738.0,6,17
2024-02-22,641.0,1739.0,6,17
2024-02-23,639.0,1740.0,6,17
2024-02-24,638.0,1741.0,6,17
2024-02-25,636.0,1742.0,6,17
2024-02-26,635.0,1743.0,6,17
2024-02-27,633.0,1745.0,6,17
2024-02-28,632.0,1746.0,6,17
2024-02-29,630.0,1747.0,6,17
2024-03-01,629.0,1748.0,6,17
2024-03-02,627.0,1749.0,6,17
2024-03-03,626.0,1750.0,6,17
2024-03-04,624.0,1751.0,6,17
2024-03-05,623.0,1753.0,6,17
2024-03-06,621.0,1754.0,6,17
2024-03-07,619.0,1755.0,6,17
2024-03-08,618.0,1756.0,6,17
2024-03-09,616.0,1757.0,6,17
2024-03-10,615.0,1758.0,6,17
2024-03-11,613.0,1759.0,6,17
2024-03-12,611.0,1800.0,6,18
2024-03-13,610.0,1801.0,6,18
2024-03-14,608.0,1802.0,6,18
2024-03-15,606.0,1803.0,6,18
2024-03-16,605.0,1805.0,6,18
2024-03-17,603.0,1806.0,6,18
2024-03-18,601.0,1807.0,6,18
2024-03-19,600.0,1808.0,6,18
2024-03-20,558.0,1809.0,5,18
2024-03-21,556.0,1810.0,5,18
2024-03-22,555.0,1811.0,5,18
2024-03-23,553.0,1812.0,5,18
2024-03-24,551.0,1813.0,5,18
2024-03-25,550.0,1814.0,5,18
2024-03-26,548.0,1815.0,5,18
2024-03-27,547.0,1816.0,5,18
2024-03-28,545.0,1817.0,5,18
2024-03-29,543.0,1818.0,5,18
2024-03-30,542.0,1819.0,5,18
2024-03-31,540.0,1820.0,5,18
2024-04-01,538.0,1821.0,5,18
2024-04-02,537.0,1823.0,5,18
2024-04-03,535.0,1824.0,5,18
2024-04-04,533.0,1825.0,5,18
2024-04-05,532.0,1826.0,5,18
2024-04-06,530.0,1827.0,5,18
2024-04-07,529.0,1828.0,5,18
2024-04-08,527.0,1829.0,5,18
2024-04-09,525.0,1830.0,5,18
2024-04-10,524.0,1831.0,5,18
2024-04-11,522.0,1832.0,5,18
2024-04-12,521.0,1833.0,5,18
2024-04-13,519.0,1834.0,5,18
2024-04-14,518.0,1835.0,5,18
2024-04-15,516.0,1836.0,5,18
2024-04-16,514.0,1837.0,5,18
2024-04-17,513.0,1838.0,5,18
2024-04-18,511.0,1839.0,5,18
2024-04-19,510.0,1840.0,5,18
2024-04-20,508.0,1841.0,5,18
2024-04-21,507.0,1842.0,5,18
2024-04-22,506.0,1844.0,5,18
2024-04-23,504.0,1845.0,5,18
2024-04-24,503.0,1846.0,5,18
2024-04-25,501.0,1847.0,5,18
2024-04-26,500.0,1848.0,5,18
2024-04-27,459.0,1849.0,4,18
2024-04-28,457.0,1850.0,4,18
2024-04-29,456.0,1851.0,4,18
2024-04-30,455.0,1852.0,4,18
2024-05-01,453.0,1853.0,4,18
2024-05-02,452.0,1854.0,4,18
2024-05-03,451.0,1855.0,4,18
2024-05-04,450.0,1856.0,4,18
2024-05-05,449.0,1857.0,4,18
2024-05-06,447.0,1858.0,4,18
2024-05-07,446.0,1859.0,4,18
2024-05-08,445.0,1900.0,4,19
2024-05-09,444.0,1901.0,4,19
2024-05-10,443.0,1902.0,4,19
2024-05-11,442.0,1903.0,4,19
2024-05-12,441.0,1904.0,4,19
2024-05-13,440.0,1905.0,4,19
2024-05-14,439.0,1906.0,4,19
2024-05-15,438.0,1907.0,4,19
2024-05-16,437.0,1908.0,4,19
2024-05-17,436.0,1909.0,4,19
2024-05-18,435.0,1910.0,4,19
2024-05-19,434.0,1911.0,4,19
2024-05-20,434.0,1912.0,4,19
2024-05-21,433.0,1913.0,4,19
2024-05-22,432.0,1914.0,4,19
2024-05-23,431.0,1914.0,4,19
2024-05-24,431.0,1915.0,4,19
2024-05-25,430.0,1916.0,4,19
2024-05-26,429.0,1917.0,4,19
2024-05-27,429.0,1918.0,4,19
2024-05-28,428.0,1919.0,4,19
2024-05-29,428.0,1919.0,4,19
2024-05-30,427.0,1920.0,4,19
2024-05-31,427.0,1921.0,4,19
2024-06-01,426.0,1922.0,4,19
2024-06-02,426.0,1922.0,4,19
2024-06-03,426.0,1923.0,4,19
2024-06-04,425.0,1924.0,4,19
2024-06-05,425.0,1924.0,4,19
2024-06-06,425.0,1925.0,4,19
2024-06-07,425.0,1925.0,4,19
2024-06-08,424.0,1926.0,4,19
2024-06-09,424.0,1927.0,4,19
2024-06-10,424.0,1927.0,4,19
2024-06-11,424.0,1928.0,4,19
2024-06-12,424.0,1928.0,4,19
2024-06-13,424.0,1928.0,4,19
2024-06-14,424.0,1929.0,4,19
2024-06-15,424.0,1929.0,4,19
2024-06-16,424.0,1930.0,4,19
2024-06-17,424.0,1930.0,4,19
2024-06-18,424.0,1930.0,4,19
2024-06-19,424.0,1930.0,4,19
2024-06-20,425.0,1931.0,4,19
2024-06-21,425.0,1931.0,4,19
2024-06-22,425.0,1931.0,4,19
2024-06-23,425.0,1931.0,4,19
2024-06-24,426.0,1931.0,4,19
2024-06-25,426.0,1931.0,4,19
2024-06-26,426.0,1931.0,4,19
2024-06-27,427.0,1931.0,4,19
2024-06-28,427.0,1931.0,4,19
2024-06-29,428.0,1931.0,4,19
2024-06-30,428.0,1931.0,4,19
2024-07-01,429.0,1931.0,4,19
2024-07-02,429.0,1931.0,4,19
2024-07-03,430.0,1931.0,4,19
2024-07-04,430.0,1930.0,4,19
2024-07-05,431.0,1930.0,4,19
2024-07-06,431.0,1930.0,4,19
2024-07-07,432.0,1929.0,4,19
2024-07-08,433.0,1929.0,4,19
2024-07-09,433.0,1929.0,4,19
2024-07-10,434.0,1928.0,4,19
2024-07-11,435.0,1928.0,4,19
2024-07-12,436.0,1927.0,4,19
2024-07-13,436.0,1927.0,4,19
2024-07-14,437.0,1926.0,4,19
2024-07-15,438.0,1926.0,4,19
2024-07-16,439.0,1925.0,4,19
2024-07-17,440.0,1924.0,4,19
2024-07-18,440.0,1924.0,4,19
2024-07-19,441.0,1923.0,4,19
2024-07-20,442.0,1922.0,4,19
2024-07-21,443.0,1921.0,4,19
2024-07-22,444.0,1920.0,4,19
2024-07-23,445.0,1920.0,4,19
2024-07-24,446.0,1919.0,4,19
2024-07-25,446.0,1918.0,4,19
2024-07-26,447.0,1917.0,4,19
2024-07-27,448.0,1916.0,4,19
2024-07-28,449.0,1915.0,4,19
2024-07-29,450.0,1914.0,4,19
2024-07-30,451.0,1913.0,4,19
2024-07-31,452.0,1912.0,4,19
2024-08-01,453.0,1911.0,4,19
2024-08-02,454.0,1909.0,4,19
2024-08-03,455.0,1908.0,4,19
2024-08-04,456.0,1907.0,4,19
2024-08-05,457.0,1906.0,4,19
2024-08-06,458.0,1905.0,4,19
2024-08-07,459.0,1904.0,4,19
2024-08-08,500.0,1902.0,5,19
2024-08-09,501.0,1901.0,5,19
2024-08-10,502.0,1900.0,5,19
2024-08-11,503.0,1858.0,5,18
2024-08-12,504.0,1857.0,5,18
2024-08-13,505.0,1856.0,5,18
2024-08-14,506.0,1854.0,5,18
2024-08-15,507.0,1853.0,5,18
2024-08-16,508.0,1851.0,5,18
2024-08-17,509.0,1850.0,5,18
2024-08-18,510.0,1849.0,5,18
2024-08-19,511.0,1847.0,5,18
2024-08-20,512.0,1846.0,5,18
2024-08-21,513.0,1844.0,5,18
2024-08-22,514.0,1843.0,5,18
2024-08-23,515.0,1841.0,5,18
2024-08-24,516.0,1840.0,5,18
2024-08-25,517.0,1838.0,5,18
2024-08-26,518.0,1837.0,5,18
2024-08-27,519.0,1835.0,5,18
2024-08-28,520.0,1833.0,5,18
2024-08-29,521.0,1832.0,5,18
2024-08-30,522.0,1830.0,5,18
2024-08-31,523.0,1829.0,5,18
2024-09-01,523.0,1827.0,5,18
2024-09-02,524.0,1825.0,5,18
2024-09-03,525.0,1824.0,5,18
2024-09-04,526.0,1822.0,5,18
2024-09-05,527.0,1820.0,5,18
2024-09-06,528.0,1819.0,5,18
2024-09-07,529.0,1817.0,5,18
2024-09-08,530.0,1815.0,5,18
2024-09-09,531.0,1814.0,5,18
2024-09-10,532.0,1812.0,5,18
2024-09-11,533.0,1810.0,5,18
2024-09-12,534.0,1809.0,5,18
2024-09-13,535.0,1807.0,5,18
2024-09-14,536.0,1805.0,5,18
2024-09-15,537.0,1804.0,5,18
2024-09-16,538.0,1802.0,5,18
2024-09-17,539.0,1800.0,5,18
2024-09-18,540.0,1759.0,5,17
2024-09-19,541.0,1757.0,5,17
2024-09-20,542.0,1755.0,5,17
2024-09-21,543.0,1753.0,5,17
2024-09-22,544.0,1752.0,5,17
2024-09-23,545.0,1750.0,5,17
2024-09-24,546.0,1748.0,5,17
2024-09-25,547.0,1747.0,5,17
2024-09-26,548.0,1745.0,5,17
2024-09-27,549.0,1743.0,5,17
2024-09-28,550.0,1742.0,5,17
2024-09-29,551.0,1740.0,5,17
2024-09-30,552.0,1738.0,5,17
2024-10-01,553.0,1737.0,5,17
2024-10-02,554.0,1735.0,5,17
2024-10-03,555.0,1733.0,5,17
2024-10-04,556.0,1732.0,5,17
2024-10-05,557.0,1730.0,5,17
2024-10-06,558.0,1728.0,5,17
2024-10-07,559.0,1727.0,5,17
2024-10-08,600.0,1725.0,6,17
2024-10-09,601.0,1724.0,6,17
2024-10-10,603.0,1722.0,6,17
2024-10-11,604.0,1721.0,6,17
2024-10-12,605.0,1719.0,6,17
2024-10-13,606.0,1717.0,6,17
2024-10-14,607.0,1716.0,6,17
2024-10-15,608.0,1714.0,6,17
2024-10-16,609.0,1713.0,6,17
2024-10-17,610.0,1711.0,6,17
2024-10-18,611.0,1710.0,6,17
2024-10-19,612.0,1708.0,6,17
2024-10-20,613.0,1707.0,6,17
2024-10-21,615.0,1706.0,6,17
2022-01-01,720.0,1639.0,7,16
2022-01-02,720.0,1640.0,7,16
2022-01-03,720.0,1641.0,7,16
2022-01-04,720.0,1642.0,7,16
2022-01-05,720.0,1643.0,7,16
2022-01-06,720.0,1644.0,7,16
2022-01-07,720.0,1644.0,7,16
2022-01-08,720.0,1645.0,7,16
2022-01-09,720.0,1646.0,7,16
2022-01-10,720.0,1647.0,7,16
2022-01-11,720.0,1649.0,7,16
2022-01-12,719.0,1650.0,7,16
2022-01-13,719.0,1651.0,7,16
2022-01-14,719.0,1652.0,7,16
2022-01-15,718.0,1653.0,7,16
2022-01-16,718.0,1654.0,7,16
2022-01-17,717.0,1655.0,7,16
2022-01-18,717.0,1656.0,7,16
2022-01-19,716.0,1657.0,7,16
2022-01-20,716.0,1659.0,7,16
2022-01-21,715.0,1700.0,7,17
2022-01-22,715.0,1701.0,7,17
2022-01-23,714.0,1702.0,7,17
2022-01-24,713.0,1703.0,7,17
2022-01-25,712.0,1705.0,7,17
2022-01-26,712.0,1706.0,7,17
2022-01-27,711.0,1707.0,7,17
2022-01-28,710.0,1708.0,7,17
2022-01-29,709.0,1710.0,7,17
2022-01-30,708.0,1711.0,7,17
2022-01-31,707.0,1712.0,7,17
2022-02-01,706.0,1713.0,7,17
2022-02-02,705.0,1714.0,7,17
2022-02-03,704.0,1716.0,7,17
2022-02-04,703.0,1717.0,7,17
2022-02-05,702.0,1718.0,7,17
2022-02-06,701.0,1719.0,7,17
2022-02-07,700.0,1721.0,7,17
